Library,month,issues
High Heaton,2009-10,5163
High Heaton,2009-11,4301
High Heaton,2009-12,3508
High Heaton,2010-01,4530
High Heaton,2010-02,4476
High Heaton,2010-03,4459
High Heaton,2010-04,4198
High Heaton,2010-05,4121
High Heaton,2010-06,4034
High Heaton,2010-07,5387
High Heaton,2010-08,4813
High Heaton,2010-09,4510
High Heaton,2010-10,4579
High Heaton,2010-11,3514
High Heaton,2010-12,2938
High Heaton,2011-01,4109
High Heaton,2011-02,4323
High Heaton,2011-03,4351
High Heaton,2011-04,3469
High Heaton,2011-05,4065
High Heaton,2011-06,3626
High Heaton,2011-07,4325
High Heaton,2011-08,4507
High Heaton,2011-09,3885
High Heaton,2011-10,3896
High Heaton,2011-11,3627
High Heaton,2011-12,2597
High Heaton,2012-01,3930
High Heaton,2012-02,3354
High Heaton,2012-03,3171
High Heaton,2012-04,3185
High Heaton,2012-05,2928
High Heaton,2012-06,3042
High Heaton,2012-07,3728
High Heaton,2012-08,4651
High Heaton,2012-09,3519
High Heaton,2012-10,3357
High Heaton,2012-11,3391
High Heaton,2012-12,2182
High Heaton,2013-01,2885
High Heaton,2013-02,2887
High Heaton,2013-03,2694
High Heaton,2013-04,2799
High Heaton,2013-05,3018
High Heaton,2013-06,4245
High Heaton,2013-07,1434
High Heaton,2013-08,1647
High Heaton,2013-09,1456
High Heaton,2013-10,1449
High Heaton,2013-11,1284
High Heaton,2013-12,830
High Heaton,2014-01,1318
High Heaton,2014-02,1126
High Heaton,2014-03,931
High Heaton,2014-04,1115
High Heaton,2014-05,1142
High Heaton,2014-06,880
High Heaton,2014-07,1084
High Heaton,2014-08,1321
High Heaton,2014-09,968
High Heaton,2014-10,1335
High Heaton,2014-11,1089
High Heaton,2014-12,733
High Heaton,2015-01,1064
High Heaton,2015-02,1130
High Heaton,2015-03,1344
High Heaton,2015-04,1081
High Heaton,2015-05,944
High Heaton,2015-06,1265
High Heaton,2015-07,1421
High Heaton,2015-08,1405
High Heaton,2015-09,1106
High Heaton,2015-10,1217
High Heaton,2015-11,1390
High Heaton,2015-12,887
High Heaton,2016-01,1163
High Heaton,2016-02,1119
High Heaton,2016-03,1201
High Heaton,2016-04,1330
High Heaton,2016-05,1441
High Heaton,2016-06,1423
High Heaton,2016-07,1423
High Heaton,2016-08,1404
High Heaton,2016-09,1594
High Heaton,2016-10,1605
High Heaton,2016-11,1445
Jesmond,2008-04,7429
Jesmond,2008-05,7213
Jesmond,2008-06,6826
Jesmond,2008-07,7774
Jesmond,2008-08,7784
Jesmond,2008-09,7160
Jesmond,2008-10,6982
Jesmond,2008-11,6766
Jesmond,2008-12,5682
Jesmond,2009-01,6692
Jesmond,2009-02,6554
Jesmond,2009-03,6640
Jesmond,2009-04,6819
Jesmond,2009-05,6075
Jesmond,2009-06,5274
Jesmond,2009-07,6167
Jesmond,2009-08,5188
Jesmond,2009-09,4850
Jesmond,2009-10,5756
Jesmond,2009-11,4517
Jesmond,2009-12,4521
Jesmond,2010-01,5345
Jesmond,2010-02,4520
Jesmond,2010-03,4660
Jesmond,2010-04,4532
Jesmond,2010-05,4643
Jesmond,2010-06,4617
Jesmond,2010-07,5007
Jesmond,2010-08,4662
Jesmond,2010-09,4746
Jesmond,2010-10,5073
Jesmond,2010-11,4335
Jesmond,2010-12,3148
Jesmond,2011-01,4265
Jesmond,2011-02,3772
Jesmond,2011-03,1857
Jesmond,2011-04,0
Jesmond,2011-05,9
Jesmond,2011-06,2364
Jesmond,2011-07,4450
Jesmond,2011-08,4316
Jesmond,2011-09,4378
Jesmond,2011-10,4259
Jesmond,2011-11,3999
Jesmond,2011-12,3146
Jesmond,2012-01,4242
Jesmond,2012-02,3756
Jesmond,2012-03,4437
Jesmond,2012-04,3993
Jesmond,2012-05,3946
Jesmond,2012-06,3869
Jesmond,2012-07,4333
Jesmond,2012-08,4222
Jesmond,2012-09,3763
Jesmond,2012-10,3624
Jesmond,2012-11,3793
Jesmond,2012-12,2424
Jesmond,2013-01,3657
Jesmond,2013-02,3282
Jesmond,2013-03,3186
Jesmond,2013-04,2957
Jesmond,2013-05,3308
Jesmond,2013-06,3168
Jesmond,2013-07,435
Jesmond,2013-08,201
Jesmond,2013-11,1
Kenton,2008-04,4523
Kenton,2008-05,3995
Kenton,2008-06,4095
Kenton,2008-07,4440
Kenton,2008-08,4906
Kenton,2008-09,4317
Kenton,2008-10,4548
Kenton,2008-11,3998
Kenton,2008-12,3151
Kenton,2009-01,3997
Kenton,2009-02,3782
Kenton,2009-03,4053
Kenton,2009-04,3966
Kenton,2009-05,3738
Kenton,2009-06,3429
Kenton,2009-07,4204
Kenton,2009-08,4044
Kenton,2009-09,4116
Kenton,2009-10,3962
Kenton,2009-11,3667
Kenton,2009-12,3100
Kenton,2010-01,3089
Kenton,2010-02,4136
Kenton,2010-03,3773
Kenton,2010-04,3448
Kenton,2010-05,3421
Kenton,2010-06,3822
Kenton,2010-07,4052
Kenton,2010-08,4038
Kenton,2010-09,3728
Kenton,2010-10,3612
Kenton,2010-11,3274
Kenton,2010-12,2755
Kenton,2011-01,3336
Kenton,2011-02,3673
Kenton,2011-03,3933
Kenton,2011-04,3259
Kenton,2011-05,3354
Kenton,2011-06,3224
Kenton,2011-07,3102
Kenton,2011-08,3744
Kenton,2011-09,2880
Kenton,2011-10,2908
Kenton,2011-11,2630
Kenton,2011-12,2306
Kenton,2012-01,2563
Kenton,2012-02,2783
Kenton,2012-03,2912
Kenton,2012-04,2612
Kenton,2012-05,2842
Kenton,2012-06,2327
Kenton,2012-07,2538
Kenton,2012-08,2592
Kenton,2012-09,2214
Kenton,2012-10,2576
Kenton,2012-11,2162
Kenton,2012-12,1532
Kenton,2013-01,2146
Kenton,2013-02,1996
Kenton,2013-03,2139
Kenton,2013-04,2289
Kenton,2013-05,2423
Kenton,2013-06,2229
Kenton,2013-07,2480
Kenton,2013-08,2653
Kenton,2013-09,1978
Kenton,2013-10,2538
Kenton,2013-11,2170
Kenton,2013-12,2074
Kenton,2014-01,1969
Kenton,2014-02,2177
Kenton,2014-03,2403
Kenton,2014-04,2006
Kenton,2014-05,1808
Kenton,2014-06,1965
Kenton,2014-07,1955
Kenton,2014-08,2161
Kenton,2014-09,1768
Kenton,2014-10,2016
Kenton,2014-11,1676
Kenton,2014-12,1497
Kenton,2015-01,1795
Kenton,2015-02,1475
Kenton,2015-03,1853
Kenton,2015-04,1777
Kenton,2015-05,1342
Kenton,2015-06,1972
Kenton,2015-07,1849
Kenton,2015-08,1737
Kenton,2015-09,1691
Kenton,2015-10,1854
Kenton,2015-11,1537
Kenton,2015-12,1107
Kenton,2016-01,1614
Kenton,2016-02,1500
Kenton,2016-03,1682
Kenton,2016-04,1684
Kenton,2016-05,1219
Kenton,2016-06,1158
Kenton,2016-07,1366
Kenton,2016-08,1250
Kenton,2016-09,1431
Kenton,2016-10,1029
Kenton,2016-11,1543
Mobile,2008-04,2250
Mobile,2008-05,2176
Mobile,2008-06,2333
Mobile,2008-07,2324
Mobile,2008-08,2559
Mobile,2008-09,2031
Mobile,2008-10,2255
Mobile,2008-11,2206
Mobile,2008-12,1917
Mobile,2009-01,2657
Mobile,2009-02,2064
Mobile,2009-03,2500
Mobile,2009-04,2121
Mobile,2009-05,2114
Mobile,2009-06,2449
Mobile,2009-07,2297
Mobile,2009-08,2441
Mobile,2009-09,1945
Mobile,2009-10,2507
Mobile,2009-11,1974
Mobile,2009-12,1939
Mobile,2010-01,2398
Mobile,2010-02,2141
Mobile,2010-03,2421
Mobile,2010-04,2168
Mobile,2010-05,2073
Mobile,2010-06,1887
Mobile,2010-07,2759
Mobile,2010-08,2731
Mobile,2010-09,3124
Mobile,2010-10,4131
Mobile,2010-11,3064
Mobile,2010-12,1365
Mobile,2011-01,2578
Mobile,2011-02,1897
Mobile,2011-03,2603
Mobile,2011-04,2444
Mobile,2011-05,2055
Mobile,2011-06,2486
Mobile,2011-07,2265
Mobile,2011-08,2094
Mobile,2011-09,2087
Mobile,2011-10,2543
Mobile,2011-11,2568
Mobile,2011-12,1924
Mobile,2012-01,2338
Mobile,2012-02,2006
Mobile,2012-03,1943
Mobile,2012-04,827
Moorside,2008-04,1364
Moorside,2008-05,1717
Moorside,2008-06,1246
Moorside,2008-07,1664
Moorside,2008-08,1670
Moorside,2008-09,1504
Moorside,2008-10,1605
Moorside,2008-11,1318
Moorside,2008-12,1048
Moorside,2009-01,1298
Moorside,2009-02,1441
Moorside,2009-03,1097
Moorside,2009-04,1132
Moorside,2009-05,1522
Moorside,2009-06,1165
Moorside,2009-07,1583
Moorside,2009-08,1278
Moorside,2009-09,1066
Moorside,2009-10,925
Moorside,2009-11,950
Moorside,2009-12,1028
Moorside,2010-01,1072
Moorside,2010-02,868
Moorside,2010-03,952
Moorside,2010-04,907
Moorside,2010-05,1049
Moorside,2010-06,1028
Moorside,2010-07,1635
Moorside,2010-08,1512
Moorside,2010-09,1157
Moorside,2010-10,1174
Moorside,2010-11,1382
Moorside,2010-12,1001
Moorside,2011-01,1046
Moorside,2011-02,942
Moorside,2011-03,1332
Moorside,2011-04,864
Moorside,2011-05,835
Moorside,2011-06,883
Moorside,2011-07,1142
Moorside,2011-08,1235
Moorside,2011-09,1059
Moorside,2011-10,894
Moorside,2011-11,859
Moorside,2011-12,585
Moorside,2012-01,798
Moorside,2012-02,589
Moorside,2012-03,800
Moorside,2012-04,763
Moorside,2012-05,911
Moorside,2012-06,902
Moorside,2012-07,1364
Moorside,2012-08,1382
Moorside,2012-09,1233
Moorside,2012-10,1018
Moorside,2012-11,821
Moorside,2012-12,670
Moorside,2013-01,868
Moorside,2013-02,771
Moorside,2013-03,686
Moorside,2013-04,700
Moorside,2013-05,874
Moorside,2013-06,654
Moorside,2013-07,46
Moorside,2013-08,12
Newbiggin Hall,2008-04,2094
Newbiggin Hall,2008-05,2122
Newbiggin Hall,2008-06,1976
Newbiggin Hall,2008-07,2477
Newbiggin Hall,2008-08,2310
Newbiggin Hall,2008-09,2257
Newbiggin Hall,2008-10,2391
Newbiggin Hall,2008-11,1995
Newbiggin Hall,2008-12,1569
Newbiggin Hall,2009-01,2070
Newbiggin Hall,2009-02,2007
Newbiggin Hall,2009-03,2266
Newbiggin Hall,2009-04,1955
Newbiggin Hall,2009-05,1931
Newbiggin Hall,2009-06,1889
Newbiggin Hall,2009-07,2078
Newbiggin Hall,2009-08,2155
Newbiggin Hall,2009-09,2094
Newbiggin Hall,2009-10,2042
Newbiggin Hall,2009-11,1786
Newbiggin Hall,2009-12,1264
Newbiggin Hall,2010-01,1761
Newbiggin Hall,2010-02,1709
Newbiggin Hall,2010-03,1621
Newbiggin Hall,2010-04,1550
Newbiggin Hall,2010-05,1502
Newbiggin Hall,2010-06,1834
Newbiggin Hall,2010-07,2316
Newbiggin Hall,2010-08,2210
Newbiggin Hall,2010-09,1855
Newbiggin Hall,2010-10,1754
Newbiggin Hall,2010-11,1456
Newbiggin Hall,2010-12,169
Newbiggin Hall,2011-01,1405
Newbiggin Hall,2011-02,1800
Newbiggin Hall,2011-03,1983
Newbiggin Hall,2011-04,1493
Newbiggin Hall,2011-05,1595
Newbiggin Hall,2011-06,1971
Newbiggin Hall,2011-07,1760
Newbiggin Hall,2011-08,1850
Newbiggin Hall,2011-09,1694
Newbiggin Hall,2011-10,1602
Newbiggin Hall,2011-11,1935
Newbiggin Hall,2011-12,1254
Newbiggin Hall,2012-01,1715
Newbiggin Hall,2012-02,1840
Newbiggin Hall,2012-03,1968
Newbiggin Hall,2012-04,1387
Newbiggin Hall,2012-05,1364
Newbiggin Hall,2012-06,1558
Newbiggin Hall,2012-07,1485
Newbiggin Hall,2012-08,1101
Newbiggin Hall,2012-09,939
Newbiggin Hall,2012-10,856
Newbiggin Hall,2012-11,781
Newbiggin Hall,2012-12,509
Newbiggin Hall,2013-01,732
Newbiggin Hall,2013-02,786
Newbiggin Hall,2013-03,854
Newbiggin Hall,2013-04,624
Newbiggin Hall,2013-05,654
Newbiggin Hall,2013-06,763
Newbiggin Hall,2013-07,897
Newbiggin Hall,2013-08,798
Newbiggin Hall,2013-09,666
Newbiggin Hall,2013-10,645
Newbiggin Hall,2013-11,616
Newbiggin Hall,2013-12,504
Newbiggin Hall,2014-01,717
Newbiggin Hall,2014-02,644
Newbiggin Hall,2014-03,576
Newbiggin Hall,2014-04,593
Newbiggin Hall,2014-05,615
Newbiggin Hall,2014-06,556
Newbiggin Hall,2014-07,591
Newbiggin Hall,2014-08,452
Newbiggin Hall,2014-09,550
Newbiggin Hall,2014-10,431
Newbiggin Hall,2014-11,465
Newbiggin Hall,2014-12,327
Newbiggin Hall,2015-01,508
Newbiggin Hall,2015-02,579
Newbiggin Hall,2015-03,522
Newbiggin Hall,2015-12,6
Newbiggin Hall,2016-01,18
Newbiggin Hall,2016-02,28
Newbiggin Hall,2016-03,63
Newbiggin Hall,2016-04,32
Newbiggin Hall,2016-05,30
Newbiggin Hall,2016-06,57
Newbiggin Hall,2016-07,70
Newbiggin Hall,2016-08,54
Newbiggin Hall,2016-09,38
Newbiggin Hall,2016-10,30
Newbiggin Hall,2016-11,39
Newburn,2008-04,2639
Newburn,2008-05,2568
Newburn,2008-06,2323
Newburn,2008-07,2567
Newburn,2008-08,2899
Newburn,2008-09,2686
Newburn,2008-10,2851
Newburn,2008-11,2459
Newburn,2008-12,1946
Newburn,2009-01,2725
Newburn,2009-02,2888
Newburn,2009-03,2794
Newburn,2009-04,2181
Newburn,2009-05,2395
Newburn,2009-06,2242
Newburn,2009-07,2526
Newburn,2009-08,2474
Newburn,2009-09,2089
Newburn,2009-10,2343
Newburn,2009-11,2051
Newburn,2009-12,2070
Newburn,2010-01,2255
Newburn,2010-02,2222
Newburn,2010-03,2460
Newburn,2010-04,2121
Newburn,2010-05,2183
Newburn,2010-06,1953
Newburn,2010-07,2695
Newburn,2010-08,2472
Newburn,2010-09,2458
Newburn,2010-10,2261
Newburn,2010-11,2014
Newburn,2010-12,1472
Newburn,2011-01,2092
Newburn,2011-02,2073
Newburn,2011-03,2136
Newburn,2011-04,1841
Newburn,2011-05,2007
Newburn,2011-06,1876
Newburn,2011-07,2132
Newburn,2011-08,2253
Newburn,2011-09,2214
Newburn,2011-10,2025
Newburn,2011-11,2182
Newburn,2011-12,1390
Newburn,2012-01,1939
Newburn,2012-02,1788
Newburn,2012-03,2018
Newburn,2012-04,1759
Newburn,2012-05,1745
Newburn,2012-06,1576
Newburn,2012-07,1872
Newburn,2012-08,1780
Newburn,2012-09,1519
Newburn,2012-10,1609
Newburn,2012-11,1590
Newburn,2012-12,1023
Newburn,2013-01,1695
Newburn,2013-02,1471
Newburn,2013-03,1188
Newburn,2013-04,1528
Newburn,2013-05,1532
Newburn,2013-06,1564
Newburn,2013-07,1536
Newburn,2013-08,1664
Newburn,2013-09,1544
Newburn,2013-10,1587
Newburn,2013-11,1366
Newburn,2013-12,875
Newburn,2014-01,1240
Newburn,2014-02,1303
Newburn,2014-03,1312
Newburn,2014-04,1137
Newburn,2014-05,1339
Newburn,2014-06,1043
Newburn,2014-07,1299
Newburn,2014-08,1184
Newburn,2014-09,1188
Newburn,2014-10,1026
Newburn,2014-11,945
Newburn,2014-12,726
Newburn,2015-01,1114
Newburn,2015-02,1413
Newburn,2015-03,35
Newburn,2015-08,1
Newburn,2015-09,511
Newburn,2015-10,1433
Newburn,2015-11,1122
Newburn,2015-12,749
Newburn,2016-01,1051
Newburn,2016-02,1279
Newburn,2016-03,962
Newburn,2016-04,1082
Newburn,2016-05,992
Newburn,2016-06,816
Newburn,2016-07,1009
Newburn,2016-08,1107
Newburn,2016-09,885
Newburn,2016-10,914
Newburn,2016-11,783
Outer West,2008-04,11375
Outer West,2008-05,10871
Outer West,2008-06,10743
Outer West,2008-07,11805
Outer West,2008-08,12534
Outer West,2008-09,12128
Outer West,2008-10,12302
Outer West,2008-11,10535
Outer West,2008-12,9039
Outer West,2009-01,10376
Outer West,2009-02,9877
Outer West,2009-03,11082
Outer West,2009-04,11390
Outer West,2009-05,10737
Outer West,2009-06,10475
Outer West,2009-07,10840
Outer West,2009-08,11012
Outer West,2009-09,10811
Outer West,2009-10,11098
Outer West,2009-11,9948
Outer West,2009-12,7970
Outer West,2010-01,9333
Outer West,2010-02,9841
Outer West,2010-03,10744
Outer West,2010-04,10058
Outer West,2010-05,9030
Outer West,2010-06,9601
Outer West,2010-07,11633
Outer West,2010-08,10800
Outer West,2010-09,9085
Outer West,2010-10,10361
Outer West,2010-11,8809
Outer West,2010-12,7643
Outer West,2011-01,9718
Outer West,2011-02,9813
Outer West,2011-03,10417
Outer West,2011-04,8250
Outer West,2011-05,9934
Outer West,2011-06,9048
Outer West,2011-07,9715
Outer West,2011-08,10136
Outer West,2011-09,9053
Outer West,2011-10,8850
Outer West,2011-11,8044
Outer West,2011-12,6900
Outer West,2012-01,8046
Outer West,2012-02,7710
Outer West,2012-03,8080
Outer West,2012-04,7819
Outer West,2012-05,7655
Outer West,2012-06,7165
Outer West,2012-07,8577
Outer West,2012-08,8389
Outer West,2012-09,7207
Outer West,2012-10,7920
Outer West,2012-11,7368
Outer West,2012-12,5249
Outer West,2013-01,6654
Outer West,2013-02,6525
Outer West,2013-03,7075
Outer West,2013-04,6944
Outer West,2013-05,7618
Outer West,2013-06,6880
Outer West,2013-07,8209
Outer West,2013-08,8365
Outer West,2013-09,7001
Outer West,2013-10,7429
Outer West,2013-11,6646
Outer West,2013-12,5418
Outer West,2014-01,7054
Outer West,2014-02,6448
Outer West,2014-03,6237
Outer West,2014-04,6141
Outer West,2014-05,6579
Outer West,2014-06,5737
Outer West,2014-07,6623
Outer West,2014-08,6775
Outer West,2014-09,5916
Outer West,2014-10,6125
Outer West,2014-11,5159
Outer West,2014-12,4263
Outer West,2015-01,5247
Outer West,2015-02,5289
Outer West,2015-03,5472
Outer West,2015-04,5328
Outer West,2015-05,3887
Outer West,2015-06,5047
Outer West,2015-07,6122
Outer West,2015-08,5984
Outer West,2015-09,5554
Outer West,2015-10,5424
Outer West,2015-11,5040
Outer West,2015-12,4091
Outer West,2016-01,5110
Outer West,2016-02,5014
Outer West,2016-03,5356
Outer West,2016-04,5354
Outer West,2016-05,3838
Outer West,2016-06,3768
Outer West,2016-07,4101
Outer West,2016-08,3927
Outer West,2016-09,4128
Outer West,2016-10,3566
Outer West,2016-11,3727
Walker,2008-04,2602
Walker,2008-05,2736
Walker,2008-06,3066
Walker,2008-07,3526
Walker,2008-08,3211
Walker,2008-09,2763
Walker,2008-10,2948
Walker,2008-11,2449
Walker,2008-12,1956
Walker,2009-01,2930
Walker,2009-02,2811
Walker,2009-03,3053
Walker,2009-04,2314
Walker,2009-05,2161
Walker,2009-06,2416
Walker,2009-07,2666
Walker,2009-08,2240
Walker,2009-09,2611
Walker,2009-10,2133
Walker,2009-11,1954
Walker,2009-12,1718
Walker,2010-01,2197
Walker,2010-02,1940
Walker,2010-03,2523
Walker,2010-04,2303
Walker,2010-05,2245
Walker,2010-06,2168
Walker,2010-07,2885
Walker,2010-08,3297
Walker,2010-09,2547
Walker,2010-10,2813
Walker,2010-11,2863
Walker,2010-12,1330
Walker,2011-01,2425
Walker,2011-02,2015
Walker,2011-03,2378
Walker,2011-04,1903
Walker,2011-05,2141
Walker,2011-06,2284
Walker,2011-07,3178
Walker,2011-08,2279
Walker,2011-09,1850
Walker,2011-10,2726
Walker,2011-11,1783
Walker,2011-12,1489
Walker,2012-01,1852
Walker,2012-02,1729
Walker,2012-03,1558
Walker,2012-04,1783
Walker,2012-05,1403
Walker,2012-06,1577
Walker,2012-07,2093
Walker,2012-08,2568
Walker,2012-09,1871
Walker,2012-10,1427
Walker,2012-11,1501
Walker,2012-12,877
Walker,2013-01,1525
Walker,2013-02,1180
Walker,2013-03,1043
Walker,2013-04,1125
Walker,2013-05,1025
Walker,2013-06,933
Walker,2013-07,741
Walker,2013-08,834
Walker,2013-09,840
Walker,2013-10,915
Walker,2013-11,742
Walker,2013-12,375
Walker,2014-01,809
Walker,2014-02,612
Walker,2014-03,589
Walker,2014-04,595
Walker,2014-05,697
Walker,2014-06,672
Walker,2014-07,940
Walker,2014-08,790
Walker,2014-09,513
Walker,2014-10,552
Walker,2014-11,448
Walker,2014-12,379
Walker,2015-01,273
Walker,2015-02,424
Walker,2015-03,493
Walker,2015-04,390
Walker,2015-05,368
Walker,2015-06,398
Walker,2015-07,823
Walker,2015-08,596
Walker,2015-09,375
Walker,2015-10,437
Walker,2015-11,368
Walker,2015-12,175
Walker,2016-01,353
Walker,2016-02,364
Walker,2016-03,352
Walker,2016-04,356
Walker,2016-05,377
Walker,2016-06,385
Walker,2016-07,458
Walker,2016-08,338
Walker,2016-09,258
Walker,2016-10,356
Walker,2016-11,307
West End,2008-04,2274
West End,2008-05,2054
West End,2008-06,2109
West End,2008-07,2512
West End,2008-08,2758
West End,2008-09,2417
West End,2008-10,2115
West End,2008-11,3601
West End,2008-12,3745
West End,2009-01,4641
West End,2009-02,5252
West End,2009-03,5180
West End,2009-04,5123
West End,2009-05,4476
West End,2009-06,5143
West End,2009-07,6328
West End,2009-08,5256
West End,2009-09,4509
West End,2009-10,4529
West End,2009-11,3463
West End,2009-12,2753
West End,2010-01,3344
West End,2010-02,3581
West End,2010-03,3669
West End,2010-04,3404
West End,2010-05,3138
West End,2010-06,3212
West End,2010-07,4044
West End,2010-08,4531
West End,2010-09,3923
West End,2010-10,3507
West End,2010-11,3008
West End,2010-12,1749
West End,2011-01,3267
West End,2011-02,3496
West End,2011-03,3324
West End,2011-04,3153
West End,2011-05,2971
West End,2011-06,2841
West End,2011-07,3288
West End,2011-08,3910
West End,2011-09,3247
West End,2011-10,3001
West End,2011-11,2705
West End,2011-12,2435
West End,2012-01,2846
West End,2012-02,2869
West End,2012-03,2940
West End,2012-04,2573
West End,2012-05,2746
West End,2012-06,2534
West End,2012-07,3679
West End,2012-08,3376
West End,2012-09,2308
West End,2012-10,2586
West End,2012-11,2329
West End,2012-12,2307
West End,2013-01,2407
West End,2013-02,2536
West End,2013-03,2294
West End,2013-04,2549
West End,2013-05,3246
West End,2013-06,2409
West End,2013-07,3150
West End,2013-08,3599
West End,2013-09,3017
West End,2013-10,3295
West End,2013-11,3471
West End,2013-12,2720
West End,2014-01,3292
West End,2014-02,3005
West End,2014-03,2876
West End,2014-04,2969
West End,2014-05,2807
West End,2014-06,2548
West End,2014-07,2659
West End,2014-08,2697
West End,2014-09,2486
West End,2014-10,2341
West End,2014-11,2179
West End,2014-12,1580
West End,2015-01,2045
West End,2015-02,2004
West End,2015-03,1899
West End,2015-04,1698
West End,2015-05,1360
West End,2015-06,1404
West End,2015-07,1713
West End,2015-08,1910
West End,2015-09,1783
West End,2015-10,1953
West End,2015-11,1383
West End,2015-12,1062
West End,2016-01,1131
West End,2016-02,1342
West End,2016-03,1376
West End,2016-04,1376
West End,2016-05,952
West End,2016-06,957
West End,2016-07,1080
West End,2016-08,1067
West End,2016-09,880
West End,2016-10,1002
West End,2016-11,641
